carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.53,Ideal,D,IF,61.5,54.0,5.27,5.21,3.22,20193.96306604937
1.01,Ideal,F,VS1,61.8,57.0,6.41,6.46,3.98,29474.87040702959
0.31,Good,I,VVS1,63.1,59.0,4.25,4.31,2.7,7349.352607450779
2.06,Ideal,I,SI2,62.3,57.0,8.2,8.12,5.09,32780.05977743909
1.14,Ideal,H,SI1,61.6,56.0,6.72,6.74,4.14,22865.68757062493
0.3,Ideal,F,VVS1,62.3,56.0,4.3,4.34,2.69,9701.679509916927
0.74,Good,J,VS2,60.6,62.6,5.79,5.85,3.53,13205.597517644364
1.18,Premium,G,SI2,61.4,58.0,6.82,6.77,4.17,22458.82462813473
1.01,Premium,E,VS1,60.8,59.0,6.46,6.42,3.92,30303.913541464364
0.7,Fair,H,VVS2,64.5,65.0,5.52,5.45,3.54,19370.11785711052
0.41,Very Good,H,VS1,62.0,56.0,4.74,4.78,2.95,8632.60695422312
1.22,Very Good,H,SI1,63.5,55.0,6.78,6.73,4.29,23006.307690573452
0.37,Premium,E,VS2,60.6,58.0,4.65,4.62,2.81,9214.62231116321
1.09,Premium,H,SI2,59.6,61.0,6.69,6.63,3.97,19108.186983212687
0.78,Very Good,F,SI1,62.4,58.0,5.83,5.86,3.65,17200.246383556547
1.07,Ideal,G,VVS2,62.4,55.6,6.48,6.55,4.07,32073.716931460658
0.4,Premium,E,VVS2,61.4,56.0,4.81,4.74,2.93,12231.039786789028
1.71,Very Good,D,SI2,62.1,58.0,7.56,7.64,4.72,36432.83105642308
0.28,Very Good,E,VS2,63.0,59.0,4.11,4.15,2.6,7118.842143434624
0.32,Ideal,E,VS2,61.5,56.0,4.43,4.45,2.73,8157.9858326804515
0.34,Ideal,J,VS1,61.9,53.9,4.5,4.53,2.79,5567.873915168648
0.32,Ideal,J,VVS1,62.3,54.0,4.41,4.43,2.75,6510.035757664315
0.3,Ideal,H,VVS1,61.3,57.0,4.32,4.36,2.66,8253.558528571448
0.77,Good,H,VVS2,64.3,57.9,5.7,5.86,3.71,20628.897272867536
0.3,Ideal,I,VVS1,61.1,57.0,4.36,4.32,2.65,7321.132165496658
0.9,Good,G,VS2,62.1,59.0,6.02,6.16,3.78,20540.301378973996
1.02,Good,F,SI1,63.2,59.0,6.35,6.38,4.02,23488.60576759674
0.7,Very Good,F,SI1,61.1,57.0,5.7,5.73,3.49,14861.083558713543
0.43,Premium,F,VS2,59.8,58.0,4.89,4.94,2.94,10300.072247997254
1.22,Ideal,I,SI1,60.8,57.0,6.95,6.89,4.21,22446.991498967967
1.02,Very Good,J,SI2,62.6,60.0,6.39,6.42,4.01,13915.823479311559
0.31,Ideal,I,IF,62.2,54.0,4.39,4.36,2.72,7942.473043347148
0.9,Premium,I,SI2,60.6,60.0,6.23,6.28,3.79,13995.747340788203
1.51,Ideal,G,VVS2,60.5,56.0,7.45,7.42,4.5,47301.32998057286
0.41,Very Good,D,SI1,63.0,56.0,4.75,4.8,3.01,9565.782897619
1.01,Ideal,G,VS2,62.4,56.0,6.42,6.39,4.0,25468.646139108252
2.03,Premium,J,SI1,60.1,58.0,8.26,8.21,4.95,32057.381055362745
1.21,Very Good,D,SI2,62.3,59.0,6.74,6.78,4.21,26421.124282315293
0.41,Premium,G,VS2,60.8,59.0,4.78,4.8,2.91,9480.29604448889
1.0,Good,I,VS1,63.9,56.0,6.37,6.18,4.01,20213.128872136178
1.02,Ideal,G,VVS1,61.5,57.0,6.44,6.47,3.97,33664.19811051994
0.3,Ideal,D,VS2,61.9,57.0,4.29,4.33,2.67,8172.329831300087
0.41,Ideal,F,VVS1,60.3,56.0,4.8,4.85,2.91,12640.401368913102
0.31,Very Good,F,SI1,63.2,56.0,4.31,4.27,2.71,6228.124704925476
0.32,Premium,H,VVS1,61.5,59.0,4.41,4.37,2.7,8856.415750199467
0.38,Premium,H,SI1,61.2,62.0,4.66,4.62,2.84,7401.958036624323
2.0,Premium,G,SI1,59.0,62.0,6.16,6.15,4.82,12678.430395893269
0.62,Ideal,H,IF,61.9,55.0,5.5,5.52,3.41,19167.02134361985
0.31,Very Good,H,VS2,63.1,58.0,4.32,4.27,2.71,6478.775331706378
0.4,Very Good,D,VS1,63.3,57.0,4.66,4.72,2.97,11535.654397652399
1.01,Very Good,G,VS2,63.4,55.0,6.35,6.4,4.04,24228.309905967635
2.0,Fair,E,SI2,59.9,61.0,8.16,8.04,4.86,37557.07595472608
0.9,Premium,D,SI2,62.3,58.0,6.27,6.05,3.84,19944.352726326193
0.47,Premium,E,SI1,60.2,61.0,5.05,4.96,3.02,10879.613427346678
0.32,Ideal,D,SI1,61.5,54.0,4.42,4.46,2.73,7053.859723865676
1.24,Premium,J,VS2,61.4,59.0,6.91,6.83,4.22,22643.833412032454
0.37,Ideal,G,VVS1,61.4,55.0,4.67,4.71,2.88,11138.760165592883
0.74,Premium,G,SI2,62.7,60.0,5.78,5.73,3.61,14219.286593214056
0.53,Ideal,H,VS1,61.6,57.0,5.18,5.24,3.21,12222.018713226831
0.54,Very Good,E,SI1,60.2,58.0,5.23,5.37,3.19,11858.035777612948
0.71,Fair,J,VS2,64.4,56.0,5.64,5.6,3.62,10727.028417931795
0.32,Ideal,D,SI1,62.0,57.0,4.42,4.38,2.73,7604.273686997418
0.32,Ideal,E,VS1,61.9,56.0,4.38,4.41,2.72,8541.493475373178
0.91,Ideal,I,VS1,62.5,55.0,6.25,6.2,3.89,19817.57343071451
0.46,Ideal,I,IF,62.2,55.0,4.94,4.97,3.08,12002.436284641988
0.3,Ideal,G,IF,62.1,54.0,4.3,4.33,2.68,9331.42167195273
0.81,Ideal,F,VS2,61.9,55.0,6.0,5.95,3.7,20598.116714598833
1.62,Ideal,G,VS2,61.7,54.0,7.57,7.58,4.68,40873.5694524099
0.33,Good,H,VS2,63.8,55.0,4.4,4.44,2.82,6535.359316030147
1.7,Premium,E,SI1,61.8,58.0,7.62,7.52,4.68,40385.36943579594
1.2,Premium,I,SI2,59.0,60.0,6.99,6.95,4.11,19213.20663356108
0.58,Ideal,G,VVS2,61.9,57.0,5.36,5.33,3.31,17009.439483988906
1.7,Premium,G,SI2,62.2,59.0,7.68,7.6,4.75,34283.08978315705
1.2,Ideal,I,VS1,62.1,57.0,6.84,6.8,4.23,27635.011889243793
0.85,Ideal,D,SI1,61.9,56.0,6.03,6.09,3.75,20798.83168665797
0.32,Good,E,SI1,63.1,56.0,4.36,4.39,2.76,6665.101426470555
1.16,Ideal,D,VS2,62.1,57.0,6.7,6.73,4.17,35217.046411768635
0.5,Very Good,F,SI2,62.5,56.0,5.05,5.09,3.17,8706.931190343881
0.52,Ideal,D,VS2,61.8,55.0,5.19,5.16,3.2,13962.1039380389
0.92,Good,E,SI1,63.7,57.0,6.11,6.14,3.9,20799.927855369668
1.22,Very Good,J,SI1,58.8,61.0,6.94,7.0,4.1,19315.74930096928
0.72,Ideal,J,SI1,62.3,56.0,5.75,5.78,3.59,10816.914415860583
1.51,Very Good,H,SI2,60.2,59.0,7.33,7.43,4.44,24806.28720284361
0.66,Ideal,D,SI1,62.7,55.0,5.56,5.61,3.5,16063.532801747646
1.7,Premium,F,VS1,60.6,58.0,7.71,7.68,4.66,49619.892923035644
0.36,Premium,F,SI1,61.1,59.0,4.59,4.55,2.79,7636.536349916021
0.41,Ideal,F,IF,62.1,55.0,4.76,4.81,2.97,14121.455297189497
0.8,Very Good,F,VS2,62.3,57.0,5.91,5.94,3.69,20362.103088050975
0.52,Premium,F,VS2,62.1,59.0,5.15,5.12,3.19,13423.353363869552
0.5,Very Good,G,VS2,60.9,58.0,5.08,5.1,3.1,11110.22774321399
2.0,Premium,I,VS1,60.8,59.0,8.13,8.02,4.91,43772.851011502695
0.74,Ideal,F,VVS2,61.5,54.0,5.84,5.86,3.6,22517.688329696357
1.21,Premium,G,VS2,62.2,60.0,6.79,6.75,4.21,32284.573699395547
1.6,Premium,D,SI2,61.9,58.0,7.54,7.49,4.65,37156.10764490153
0.52,Ideal,F,VVS1,62.3,56.0,5.14,5.16,3.21,16995.10262843665
1.52,Premium,E,VS1,60.1,59.0,7.49,7.45,4.49,48632.63437075699
0.28,Very Good,E,VS1,60.9,59.0,4.19,4.22,2.56,7427.879815607959
1.0,Premium,I,SI2,62.5,56.0,6.38,6.3,3.96,14045.00740965512
2.06,Good,I,SI1,59.0,64.0,8.39,8.13,4.89,39795.19411268679
0.81,Very Good,J,SI1,63.1,59.0,5.88,5.91,3.72,12275.166872881697
0.7,Very Good,E,SI1,63.3,58.0,5.63,5.57,3.55,16203.258326460274
2.21,Ideal,H,SI2,61.9,56.0,8.4,8.36,5.19,37849.16784005948
0.32,Ideal,H,VS2,62.2,57.0,4.38,4.36,2.72,6673.4198637323725
0.7,Good,H,VVS2,61.4,64.0,5.73,5.61,3.48,20655.36905247234
0.3,Very Good,G,VVS2,59.7,63.0,4.34,4.37,2.6,9004.194865106054
0.52,Premium,F,SI1,61.1,59.0,5.21,5.17,3.17,11593.554655938906
1.57,Premium,G,SI1,59.5,58.0,7.56,7.61,4.51,35049.16971638104
0.31,Premium,I,VS1,62.6,59.0,4.29,4.33,2.7,6304.964087109274
0.32,Ideal,G,VVS2,61.7,57.0,4.41,4.44,2.73,9149.295074449292
0.32,Ideal,E,VS2,62.1,55.0,4.43,4.4,2.74,8019.7262836395585
1.07,Ideal,F,SI1,61.9,56.0,6.55,6.61,4.07,25174.61453965696
1.51,Premium,H,VS2,62.3,59.0,7.28,7.32,4.55,36224.77839073445
0.36,Ideal,G,SI1,61.4,55.0,4.61,4.64,2.84,6998.439631018977
0.5,Ideal,G,VVS2,61.4,57.0,5.1,5.13,3.14,14349.270875760154
1.03,Premium,E,VS2,61.2,59.0,6.53,6.47,3.98,30027.292486431044
0.54,Ideal,H,VVS1,61.8,55.0,5.21,5.24,3.23,14447.665180203066
0.32,Premium,G,SI1,62.6,58.0,4.35,4.37,2.73,6376.2513675896425
1.1,Premium,H,SI1,61.6,56.0,6.66,6.61,4.09,21311.08944447606
0.71,Premium,D,SI1,61.3,58.0,5.75,5.73,3.52,17548.18392805734
0.7,Good,E,SI2,62.9,56.0,5.63,5.66,3.55,12779.054380637588
0.8,Good,H,SI2,58.4,61.0,6.02,6.06,3.53,12434.472906073404
0.73,Premium,D,VS2,59.8,58.0,5.89,5.85,3.51,20818.93729496987
1.0,Good,E,VS2,63.7,56.0,6.37,6.34,4.05,27223.51210649941
0.41,Ideal,F,VVS1,61.7,57.0,4.77,4.8,2.95,13381.67937942701
0.24,Ideal,F,VVS1,61.1,56.0,4.01,4.05,2.47,7513.579099005852
0.55,Premium,G,SI1,60.1,61.0,5.32,5.29,3.19,11803.582911617397
0.71,Fair,F,SI1,59.8,70.0,5.89,5.72,3.48,19350.731533337123
0.37,Very Good,E,VVS1,60.9,56.0,4.65,4.67,2.84,11657.068686869074
1.11,Premium,H,VS2,62.6,58.0,6.63,6.59,4.14,26612.112192971137
0.3,Ideal,F,VVS2,62.3,54.0,4.32,4.35,2.7,8689.20618257504
0.51,Very Good,G,VS2,63.5,57.0,5.06,5.05,3.21,11804.412370510063
2.1,Good,I,SI2,62.9,64.0,8.15,8.1,5.11,35707.320623471816
0.41,Very Good,I,VVS2,59.9,57.0,4.87,4.91,2.93,9121.531222214375
1.11,Premium,E,VS1,61.2,58.0,6.69,6.65,4.08,34068.75492918742
1.02,Very Good,G,SI1,61.3,56.0,6.43,6.53,3.97,20842.357379434485
0.55,Very Good,G,SI1,60.1,61.0,5.32,5.29,3.19,11652.359616082227
0.53,Good,E,VS2,63.7,55.0,5.15,5.12,3.27,12906.071517871016
2.01,Very Good,F,SI2,63.3,59.0,7.98,7.89,5.02,39588.79898547149
0.5,Ideal,H,VS1,61.4,54.0,5.13,5.16,3.16,10841.074443876016
0.33,Ideal,E,VVS1,62.2,55.0,4.42,4.46,2.76,10635.833877518797
1.11,Ideal,G,SI1,62.6,57.0,6.64,6.56,4.13,25179.037435779635
1.7,Ideal,I,SI1,60.4,58.0,7.73,7.67,4.65,30999.041577093787
0.91,Very Good,I,VS2,59.9,58.0,6.35,6.27,3.78,18190.705729165893
0.3,Ideal,D,VS2,61.1,56.0,4.32,4.36,2.65,7873.706086789094
1.51,Premium,F,SI1,63.0,61.0,7.3,7.27,4.59,39979.48157511332
0.4,Very Good,F,VS1,60.4,58.0,4.75,4.79,2.88,10100.459358273669
0.79,Ideal,D,VS2,61.3,57.0,5.95,6.0,3.66,23309.38540814258
0.64,Good,F,I1,57.3,64.0,5.75,5.69,3.28,8591.003268733062
0.53,Ideal,E,VS2,60.9,59.0,5.17,5.21,3.16,14034.155339924437
0.41,Ideal,F,VS1,62.0,56.0,4.77,4.81,2.97,10843.169582371711
0.9,Premium,F,VS1,59.0,58.0,6.29,6.33,3.72,24777.977653567286
0.7,Very Good,G,SI1,62.7,55.0,5.63,5.66,3.54,13472.255407910801
1.5,Ideal,F,VS2,61.9,56.0,7.33,7.31,4.53,40696.59792791519
0.98,Fair,E,SI2,53.3,67.0,6.82,6.74,3.61,20899.18712494126
0.54,Ideal,G,SI1,62.0,54.0,5.25,5.27,3.26,10636.76813457314
0.91,Ideal,E,SI2,62.7,57.0,6.19,6.26,3.9,19657.728165970137
0.5,Ideal,I,SI1,62.0,55.0,5.09,5.14,3.17,7978.272662434763
0.34,Ideal,D,VS2,62.1,55.0,4.49,4.46,2.78,8813.733448387935
0.34,Ideal,E,VS1,62.4,55.0,4.47,4.44,2.78,8880.252057087195
0.32,Good,H,SI1,63.1,55.0,4.34,4.37,2.75,5215.553624656738
1.04,Ideal,G,VS2,62.0,57.0,6.5,6.49,4.03,27034.78453271998
0.49,Very Good,F,SI1,62.3,57.0,5.05,5.07,3.15,10433.01253086127
0.38,Ideal,E,IF,61.1,56.0,4.67,4.72,2.87,13661.969318035133
0.94,Premium,F,SI2,62.3,59.0,6.32,6.23,3.91,19690.2163601391
0.57,Ideal,I,VS2,61.8,57.0,5.31,5.34,3.29,11015.001436018307
1.5,Premium,J,VS2,61.7,56.0,7.33,7.23,4.49,25062.533090943405
0.36,Ideal,D,SI1,62.0,56.0,4.55,4.61,2.84,8322.718347665816
0.4,Good,F,SI1,63.6,56.0,4.68,4.63,2.96,7930.204061215541
1.0,Very Good,E,SI2,63.5,54.0,6.41,6.35,4.05,19723.797703331737
1.03,Good,F,VS2,63.9,59.0,6.35,6.38,4.07,28056.181632367192
0.29,Ideal,F,VVS1,61.1,57.0,4.26,4.29,2.61,9160.874861696564
0.44,Premium,G,SI1,61.9,59.0,4.87,4.82,3.0,8899.148414111569
0.94,Premium,H,VS2,60.1,59.0,6.35,6.32,3.81,21416.173783932376
0.36,Premium,E,VS2,61.3,60.0,4.54,4.59,2.8,9441.073143894027
0.71,Ideal,H,SI1,62.3,54.0,5.74,5.76,3.58,13210.470145289679
0.41,Very Good,H,VS2,63.4,58.0,4.77,4.66,2.99,8843.977805975122
0.57,Ideal,G,VS1,62.1,56.0,5.33,5.3,3.3,14398.004571776344
1.04,Very Good,D,VS1,62.3,59.0,6.39,6.48,4.01,32879.834772858296
1.75,Premium,I,VS1,60.6,60.0,7.8,7.84,4.74,42258.641089906894
1.14,Very Good,I,VS2,62.5,59.0,6.63,6.66,4.15,23849.934058427065
0.36,Very Good,F,VS2,61.3,59.0,4.55,4.6,2.79,8737.269514963786
1.7,Ideal,I,VS1,62.2,55.0,7.67,7.63,4.76,37602.628208187736
0.55,Ideal,D,VS1,61.8,55.0,5.29,5.32,3.28,16264.8590913353
0.3,Ideal,D,VVS2,59.5,56.0,4.38,4.42,2.62,9429.470467937594
0.71,Ideal,D,SI2,62.5,57.0,5.7,5.73,3.57,15375.20743870848
0.75,Ideal,J,SI2,60.8,57.0,5.91,5.87,3.58,9591.528407224721
0.51,Premium,E,SI1,58.8,58.0,5.28,5.23,3.09,11248.880779589674
1.51,Very Good,H,SI2,62.3,58.0,7.31,7.35,4.57,26188.225936495062
1.03,Good,J,I1,58.2,64.0,6.64,6.69,3.88,9818.441152747933
0.67,Fair,I,VS2,57.2,70.0,5.82,5.75,3.31,14906.055432022498
1.23,Premium,J,VS2,62.9,59.0,6.85,6.8,4.29,23660.889476369368
1.0,Very Good,E,SI1,61.1,60.0,6.42,6.47,3.94,25229.070195851884
0.3,Premium,G,VVS1,60.7,58.0,4.34,4.36,2.64,8943.658289315146
0.38,Ideal,I,VVS1,60.6,58.0,4.69,4.71,2.85,9410.109249459105
1.15,Ideal,G,SI1,61.7,56.0,6.72,6.76,4.16,25386.008515015947
0.7,Ideal,G,VS1,61.3,59.0,5.68,5.7,3.49,18778.077323578607
0.9,Good,G,VS2,62.9,62.0,6.02,6.06,3.8,22393.426127955434
0.43,Premium,G,VVS1,62.0,59.0,4.8,4.82,2.98,13156.276600336547
0.5,Very Good,E,VS2,61.2,63.0,5.14,5.09,3.13,14684.870370872326
0.33,Ideal,E,VS2,61.1,56.0,4.45,4.48,2.73,8128.659295052947
1.0,Fair,H,VS2,66.8,63.0,6.19,6.08,4.1,24084.874339426387
0.81,Very Good,G,SI1,62.5,60.0,5.89,5.94,3.69,17667.582339870332
1.01,Premium,E,SI2,60.6,58.0,6.53,6.47,3.94,21054.697154765574
0.57,Ideal,G,SI2,61.6,54.0,5.35,5.37,3.3,9438.585654918917
1.02,Ideal,E,SI2,62.1,55.0,6.51,6.4,4.01,20733.895636864963
0.7,Fair,I,VS2,64.7,60.0,5.55,5.49,3.57,12853.578310955649
0.51,Ideal,D,VS2,61.9,57.0,5.15,5.09,3.17,14238.533815411252
1.7,Premium,H,SI1,62.5,60.0,7.54,7.49,4.7,34338.5427191654
1.01,Premium,F,SI2,61.8,54.0,6.47,6.42,3.98,18417.074381089955
1.7,Premium,I,VS2,61.7,59.0,7.63,7.68,4.72,36735.534631868904
0.38,Ideal,D,VS1,62.3,54.0,4.64,4.7,2.9,10530.604643432636
0.3,Good,G,VVS2,57.9,61.0,4.4,4.42,2.56,8054.176047811302
0.31,Premium,F,VS2,62.3,59.0,4.33,4.3,2.69,7769.963995108763
0.9,Very Good,H,SI2,63.0,55.0,6.1,6.16,3.86,13801.156044505637
1.09,Premium,E,SI2,59.4,60.0,6.81,6.7,4.01,24539.72490766516
0.77,Very Good,J,SI1,63.3,57.0,5.84,5.79,3.68,11374.467949537993
0.4,Ideal,G,VS2,62.1,58.0,4.68,4.72,2.92,9379.741225336853
0.54,Very Good,G,VS1,61.6,56.0,5.23,5.26,3.23,12923.995244729034
0.4,Very Good,J,IF,62.2,61.0,4.68,4.71,2.92,9806.891536698418
1.71,Ideal,G,VVS2,62.1,55.0,7.63,7.66,4.75,51895.06229277439
1.0,Premium,J,SI1,62.0,62.0,6.27,6.22,3.87,15105.872438856728
0.5,Premium,E,VS1,58.8,62.0,5.17,5.14,3.03,14301.455826617086
1.41,Ideal,G,VS1,62.6,56.0,7.15,7.2,4.49,39716.97241517275
1.55,Premium,D,VS2,61.5,58.0,7.48,7.51,4.61,50262.9725236779
0.36,Ideal,D,VS2,61.5,57.0,4.56,4.58,2.81,9625.794471989064
0.35,Premium,G,VS1,62.3,59.0,4.49,4.53,2.81,8903.683263219136
0.53,Premium,G,VS2,59.9,60.0,5.28,5.24,3.15,12877.535733690915
1.5,Fair,E,SI2,69.6,62.0,6.88,6.79,4.76,31374.325784125533
0.25,Good,E,VVS2,63.1,56.0,4.0,4.05,2.54,7299.300614350419
0.3,Premium,D,SI1,62.0,60.0,4.26,4.29,2.65,7242.333840256378
0.52,Premium,E,SI1,59.8,61.0,5.2,5.17,3.1,11912.94912510489
0.31,Premium,I,VS1,60.8,59.0,4.37,4.41,2.67,6236.335977319836
0.31,Premium,E,SI1,59.3,59.0,4.48,4.42,2.64,6888.418220801952
0.31,Ideal,G,VS1,60.6,56.0,4.38,4.4,2.66,7285.976949994448
2.01,Very Good,H,SI1,63.5,57.0,7.96,7.88,5.03,37630.382712836865
1.28,Ideal,I,VS2,61.4,57.0,7.04,6.97,4.3,27639.867049458557
0.8,Ideal,F,SI2,61.8,59.0,5.94,5.96,3.68,16344.773484525947
0.54,Ideal,F,VS2,61.3,57.0,5.29,5.24,3.23,13922.425569284858
1.27,Premium,F,VVS2,61.3,60.0,6.99,6.9,4.26,44809.98689437944
0.42,Very Good,H,SI1,63.2,58.0,4.79,4.77,3.02,7877.579999305
0.51,Premium,G,VS2,62.3,59.0,5.1,5.07,3.17,12261.373546160228
0.4,Good,D,SI2,63.1,56.0,4.65,4.67,2.94,7230.892325254453
0.3,Ideal,E,VS2,61.5,55.0,4.29,4.33,2.65,7193.768899134476
1.01,Very Good,G,IF,63.0,60.0,6.31,6.35,3.99,37403.00489883816
1.02,Ideal,E,SI2,62.9,57.0,6.44,6.38,4.03,21785.004491330026
1.1,Very Good,G,SI1,59.4,58.0,6.72,6.79,4.01,23814.76572114025
0.9,Very Good,F,VS2,61.7,57.0,6.17,6.21,3.82,23087.28173744756
0.31,Ideal,D,SI2,62.5,55.0,4.34,4.3,2.7,5875.165170280266
2.01,Ideal,G,SI1,62.2,56.0,8.02,7.97,4.97,41472.45118070572
0.31,Very Good,H,VS2,63.1,57.0,4.31,4.28,2.71,6298.6538480041745
0.7,Ideal,E,SI1,61.6,57.0,5.71,5.76,3.53,16767.34948472673
0.8,Ideal,F,VS1,62.4,55.0,5.92,5.88,3.68,21295.371328198093
0.54,Ideal,D,VVS2,61.2,55.0,5.31,5.25,3.23,17881.785815088533
0.47,Good,E,VS1,58.3,61.2,5.11,5.15,2.98,12992.743557293445
0.73,Ideal,F,SI1,61.6,55.0,5.77,5.81,3.56,15654.843943455779
0.56,Good,F,VS1,58.6,62.0,5.3,5.45,3.16,14869.440133281083
0.34,Ideal,F,VS2,61.0,57.0,4.5,4.48,2.74,8124.376458484978
1.31,Ideal,G,VS2,61.9,56.0,7.05,7.08,4.37,34983.96409064796
0.34,Ideal,E,SI1,61.2,57.0,4.48,4.51,2.75,7365.7676920178665
1.03,Very Good,F,VVS2,61.5,55.0,6.48,6.57,4.01,31906.247697171995
0.33,Good,E,SI1,63.8,55.0,4.38,4.36,2.79,6655.03945796362
0.33,Ideal,H,VS1,61.5,56.0,4.47,4.44,2.74,7206.290940920926
0.9,Very Good,F,SI1,58.0,63.0,6.33,6.25,3.65,21294.997228665998
0.32,Premium,E,VVS1,60.8,59.0,4.43,4.45,2.7,10915.220961365498
0.25,Ideal,G,SI1,62.6,53.0,4.04,4.07,2.54,4636.916208590691
1.0,Premium,F,VVS1,61.0,60.0,6.39,6.43,3.91,35931.964094223425
0.53,Premium,D,SI1,60.0,58.0,5.24,5.29,3.16,12411.121727136171
1.01,Ideal,F,SI1,61.7,56.0,6.45,6.48,3.99,23668.37251523309
0.31,Premium,E,VS2,61.6,59.0,4.32,4.35,2.67,7935.220897886763
0.56,Very Good,F,SI1,63.2,56.0,5.29,5.24,3.33,12133.025663548537
1.04,Premium,F,VS2,61.7,59.0,6.49,6.45,3.99,28523.829033721864
0.32,Ideal,F,VS2,62.3,56.0,4.37,4.4,2.73,7727.221767516275
0.53,Very Good,D,VS1,59.4,59.0,5.25,5.32,3.14,15386.826184349597
0.31,Ideal,E,SI2,59.5,61.0,4.42,4.45,2.64,6252.022147420264
1.53,Premium,F,SI2,62.6,57.0,7.37,7.33,4.6,31132.20194118994
1.2,Very Good,D,SI1,62.6,59.0,6.71,6.75,4.21,31048.09167814575
0.52,Ideal,E,VS1,62.6,57.0,5.15,5.11,3.21,14871.007514064508
0.7,Premium,F,SI2,60.3,58.0,5.79,5.76,3.48,13340.13477554477
0.33,Premium,E,VS1,60.9,58.0,4.49,4.45,2.72,8927.960462036433
1.01,Fair,E,SI1,65.3,59.0,6.13,6.19,4.02,21176.738306982443
1.21,Good,J,SI2,63.7,55.0,6.81,6.75,4.32,15258.697244609288
0.3,Ideal,E,VVS1,62.1,56.0,4.3,4.33,2.68,9990.518139864418
1.82,Premium,I,VS1,61.4,60.0,7.83,7.8,4.8,42117.82564235362
0.52,Good,E,VS2,63.3,56.0,5.08,5.12,3.23,12637.958965766324
0.3,Premium,H,VS2,62.2,59.0,4.28,4.31,2.67,6473.200806858743
0.71,Ideal,H,SI2,62.7,55.0,5.68,5.64,3.56,10965.768230141191
0.56,Premium,G,SI2,59.6,58.0,5.42,5.35,3.21,9631.88397968949
0.3,Very Good,G,VS1,60.8,56.0,4.35,4.37,2.65,6931.754941398467
1.02,Premium,J,SI2,62.6,60.0,6.42,6.39,4.01,14173.896521585104
1.61,Very Good,H,VS2,59.4,58.0,7.64,7.74,4.57,38316.80441994213
0.27,Premium,F,IF,61.7,57.0,4.21,4.12,2.57,9349.799700261872
1.01,Very Good,H,SI1,62.7,59.0,6.27,6.33,3.95,19057.56649840963
1.7,Premium,G,SI1,62.1,57.0,7.61,7.55,4.71,36198.69650648249
0.73,Very Good,D,SI1,62.2,57.0,5.74,5.78,3.58,17562.061776061397
0.32,Ideal,E,VS2,62.1,55.0,4.4,4.36,2.72,7792.65565420656
0.3,Ideal,F,SI1,62.8,56.0,4.26,4.24,2.67,6191.2531856569985
0.66,Ideal,H,SI1,62.4,58.0,5.53,5.56,3.46,12811.197360340142
0.64,Ideal,G,SI1,61.6,55.0,5.55,5.59,3.43,12992.5153114831
0.79,Very Good,D,SI2,62.8,57.0,5.85,5.9,3.69,16230.037341727724
0.55,Ideal,E,VS2,62.0,56.0,5.26,5.25,3.26,14317.544126355
0.25,Very Good,F,VVS2,59.3,59.0,4.15,4.18,2.47,7485.385513596822
1.01,Good,H,SI1,63.4,59.0,6.28,6.34,4.0,19353.11126447531
1.7,Ideal,G,VS2,62.9,55.0,7.66,7.6,4.8,44601.08234319506
0.32,Premium,E,SI1,61.2,58.0,4.42,4.37,2.69,6905.380627506555
0.9,Very Good,H,VS2,60.0,56.0,6.3,6.34,3.79,19593.600904883988
1.03,Ideal,G,VVS1,62.0,56.0,6.5,6.54,4.04,35270.2921985353
0.37,Ideal,G,SI1,61.0,56.0,4.61,4.68,2.84,7117.341593004421
0.32,Ideal,H,IF,62.0,55.0,4.39,4.42,2.73,9214.784188897122
0.45,Good,E,SI1,63.9,57.0,4.81,4.86,3.09,9613.458119676194
0.31,Ideal,I,IF,62.2,54.0,4.36,4.39,2.72,7899.059377017403
0.27,Premium,D,VS2,62.0,57.0,4.15,4.11,2.56,7033.319385978265
0.31,Ideal,E,VS1,61.9,56.0,4.34,4.32,2.68,8172.186266545151
0.52,Ideal,E,VS2,60.7,56.0,5.2,5.24,3.17,13286.809713918256
1.11,Ideal,D,VVS1,61.6,55.0,6.7,6.68,4.12,43440.38611320671
0.3,Ideal,E,SI1,61.9,57.0,4.29,4.33,2.67,6670.606836708526
0.57,Ideal,F,SI1,61.9,56.0,5.33,5.37,3.31,12560.05074516564
0.31,Ideal,I,SI1,61.9,56.0,4.33,4.36,2.69,4827.258562076852
0.9,Very Good,D,VS2,63.2,58.0,6.16,6.09,3.87,26899.295494000817
0.71,Premium,D,VS2,62.1,60.0,5.72,5.68,3.54,21561.890124004705
1.51,Premium,E,SI2,62.7,58.0,7.27,7.24,4.55,31286.263501522455
0.41,Premium,F,VVS2,60.4,58.0,4.8,4.84,2.91,12079.219672028488
0.74,Ideal,E,SI1,61.6,54.0,5.82,5.9,3.61,16732.03980797926
0.41,Very Good,J,VS1,60.8,61.0,4.72,4.79,2.89,7155.956033410398
0.54,Good,H,SI1,63.3,57.0,5.15,5.22,3.28,9668.502010975672
0.42,Ideal,E,SI1,61.5,55.0,4.82,4.9,2.99,9116.565105124564
1.5,Very Good,F,SI1,63.0,56.0,7.28,7.32,4.6,35081.201802232186
0.37,Very Good,G,SI2,63.3,55.0,4.61,4.58,2.91,6046.255719635159
